from_field,from_event,Section Header,Field Type,to_event,to_field,to_form,TO_FIELD_TYPE,NOTES,custom,custom_1,custom_2
swyc_60_milestones6,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_milestones6,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_milestones7,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_milestones7,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_milestones8,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_milestones8,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_milestones9,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_milestones9,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_milestones10,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_milestones10,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc1,swyc_60_month_59_mo_0d_65_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool Pediatric Symptom Checklist (PPSC)</span></p><p class=""p1""><span style=""font-weight: normal;"">These questions are about your child's behavior. Think about what you would expect of other children the same age, and tell us how much each statement applies to your child.</span></p></div>",radio,child_3_arm_4,swyc_60_bpsc1,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc2,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc2,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc3,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc3,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc4,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc4,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc5,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc5,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc6,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc6,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc7,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc7,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc8,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc8,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc9,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc9,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc10,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc10,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc11,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc11,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc12,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc12,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc13,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc13,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc14,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc14,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc15,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc15,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc16,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc16,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc17,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc17,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_bpsc18,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_bpsc18,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_concerns1,swyc_60_month_59_mo_0d_65_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Parent's Concerns</span></p></div>",radio,child_3_arm_4,swyc_60_concerns1,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_concerns2,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_concerns2,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family1,swyc_60_month_59_mo_0d_65_mo_31_d,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Family Questions</span></p> <p class=""p1""><span style=""font-weight: normal;"">Because family members can have a big impact on your child's development, please answer a few questions about your family below:</span></p></div>",radio,child_3_arm_4,swyc_60_family1,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family2,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family2,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family3,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family3,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family4,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family4,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family5,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family5,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family6,swyc_60_month_59_mo_0d_65_mo_31_d,"<div class=""rich-text-field-label""><p></p> <p><span style=""font-weight: normal;"">Over the past two weeks, how often have you been bothered by any of the following problems?</span></p></div>",radio,child_3_arm_4,swyc_60_family6,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family7,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family7,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family8,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family8,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family9,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family9,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
swyc_60_family10,swyc_60_month_59_mo_0d_65_mo_31_d,,radio,child_3_arm_4,swyc_60_family10,swyc_60_month_59_mo_0d_65_mo_31_d,radio,,,,
seam_inf_child,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_inf_child,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c1_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Participates in Healthy Interactions</span></p></div>",radio,child_3_arm_4,seam_infant_c1_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c1_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c1_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c1_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c1_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c1_4,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c1_4,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c2_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Expresses a Range of Emotions</span></p></div>",radio,child_3_arm_4,seam_infant_c2_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c2_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c2_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c2_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c2_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c3_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Regulates Own Social-Emotional Responses with Caregiver Support</span></p></div>",radio,child_3_arm_4,seam_infant_c3_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c3_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c3_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c3_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c3_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c4_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Begins to Show Empathy for Others</span></p></div>",radio,child_3_arm_4,seam_infant_c4_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c4_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c4_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c4_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c4_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c4_4,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c4_4,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c5_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Attends to and Engages with Others</span></p></div>",radio,child_3_arm_4,seam_infant_c5_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c5_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c5_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c5_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c5_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c5_4,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c5_4,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c6_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Explores Hands and Feet and Surroundings</span></p></div>",radio,child_3_arm_4,seam_infant_c6_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c6_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c6_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c6_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c6_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c6_4,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c6_4,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c7_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Displays a Positive Self-Image</span></p></div>",radio,child_3_arm_4,seam_infant_c7_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c7_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c7_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c7_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c7_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c8_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Regulates Activity Level</span></p></div>",radio,child_3_arm_4,seam_infant_c8_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c8_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c8_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c8_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c8_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c9_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Cooperates with Daily Routines and Requests</span></p></div>",radio,child_3_arm_4,seam_infant_c9_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c9_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c9_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c9_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c9_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c10_1,seam_infant_2_mo_18_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Baby Shows a Range of Adaptive Skills</span></p></div>",radio,child_3_arm_4,seam_infant_c10_1,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c10_2,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c10_2,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c10_3,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c10_3,seam_infant_2_mo_18_mo,radio,,,,
seam_infant_c10_4,seam_infant_2_mo_18_mo,,radio,child_3_arm_4,seam_infant_c10_4,seam_infant_2_mo_18_mo,radio,,,,
seam_todd_child,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_todd_child,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c1_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Participates in Healthy Interactions</span></p></div>",radio,child_3_arm_4,seam_toddler_c1_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c1_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c1_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c1_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c1_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c1_4,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c1_4,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c2_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Expresses a Range of Emotions</span></p></div>",radio,child_3_arm_4,seam_toddler_c2_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c2_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c2_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c2_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c2_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c2_4,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c2_4,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c3_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Todder Regulates Own Social-Emotional Responses</span></p></div>",radio,child_3_arm_4,seam_toddler_c3_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c3_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c3_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c3_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c3_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c4_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Begins to Show Empathy for Others</span></p></div>",radio,child_3_arm_4,seam_toddler_c4_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c4_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c4_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c4_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c4_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c5_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Shares Attention and Engages with Others</span></p></div>",radio,child_3_arm_4,seam_toddler_c5_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c5_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c5_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c5_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c5_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c5_4,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c5_4,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c5_5,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c5_5,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c6_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Demonstrates Independence</span></p></div>",radio,child_3_arm_4,seam_toddler_c6_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c6_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c6_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c6_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c6_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c7_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Displays a Positive Self-Image</span></p></div>",radio,child_3_arm_4,seam_toddler_c7_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c7_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c7_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c7_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c7_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c8_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Regulates Own Attention and Activity Level</span></p></div>",radio,child_3_arm_4,seam_toddler_c8_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c8_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c8_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c8_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c8_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c8_4,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c8_4,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c9_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Cooperates with Daily Routines and Requests</span></p></div>",radio,child_3_arm_4,seam_toddler_c9_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c9_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c9_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c10_1,seam_toddler_18_mo_36_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Toddler Shows a Range of Adaptive Skills</span></p></div>",radio,child_3_arm_4,seam_toddler_c10_1,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c10_2,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c10_2,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c10_3,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c10_3,seam_toddler_18_mo_36_mo,radio,,,,
seam_toddler_c10_4,seam_toddler_18_mo_36_mo,,radio,child_3_arm_4,seam_toddler_c10_4,seam_toddler_18_mo_36_mo,radio,,,,
seam_pres_child,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_pres_child,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c1_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Demonstrates Healthy Interactions with Others</span></p></div>",radio,child_3_arm_4,seam_preschool_c1_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c1_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c1_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c1_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c1_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c1_4,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c1_4,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c1_5,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c1_5,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c2_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Expresses a Range of Emotions</span></p></div>",radio,child_3_arm_4,seam_preschool_c2_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c2_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c2_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c2_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c2_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c2_4,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c2_4,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c3_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Regulates Social-Emotional Responses</span></p></div>",radio,child_3_arm_4,seam_preschool_c3_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c3_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c3_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c3_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c3_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c3_4,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c3_4,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c4_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Shows Empathy for Others</span></p></div>",radio,child_3_arm_4,seam_preschool_c4_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c4_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c4_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c5_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Shares and Engages with Others</span></p></div>",radio,child_3_arm_4,seam_preschool_c5_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c5_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c5_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c5_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c5_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c5_4,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c5_4,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c6_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Demonstrates Independence</span></p></div>",radio,child_3_arm_4,seam_preschool_c6_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c6_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c6_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c6_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c6_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c6_4,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c6_4,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c7_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Displays a Positive Self-Image</span></p></div>",radio,child_3_arm_4,seam_preschool_c7_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c7_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c7_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c7_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c7_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c8_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Regulates Attention and Activity Level</span></p></div>",radio,child_3_arm_4,seam_preschool_c8_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c8_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c8_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c8_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c8_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c8_4,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c8_4,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c8_5,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c8_5,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c9_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Cooperates with Daily Routines and Requests</span></p></div>",radio,child_3_arm_4,seam_preschool_c9_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c9_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c9_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c9_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c9_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c10_1,seam_preschool_36_mo_66_mo,"<div class=""rich-text-field-label""><p><span style=""color: #34495e;"">Preschool-Age Child Shows a Range of Adaptive Skills</span></p></div>",radio,child_3_arm_4,seam_preschool_c10_1,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c10_2,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c10_2,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c10_3,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c10_3,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c10_4,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c10_4,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c10_5,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c10_5,seam_preschool_36_mo_66_mo,radio,,,,
seam_preschool_c10_6,seam_preschool_36_mo_66_mo,,radio,child_3_arm_4,seam_preschool_c10_6,seam_preschool_36_mo_66_mo,radio,,,,
